timestamp,admissions,discharges,emergency_cases,icu_occupied,ward_occupied,emergency_occupied,pediatric_occupied,outbreak_signal,total_occupied
2025-01-01 01:00:00,2,0,2,0.0,0.0,1.0,1.0,0.0,2.0
2025-01-01 02:00:00,0,0,0,0.0,0.0,1.0,1.0,0.0,2.0
2025-01-01 03:00:00,2,0,2,0.0,1.0,1.0,2.0,0.11283866234365993,4.0
2025-01-01 04:00:00,2,0,2,0.0,1.0,3.0,2.0,0.08462899675774496,6.0
2025-01-01 05:00:00,3,0,3,0.0,1.0,5.0,3.0,0.20310959221858785,9.0
2025-01-01 06:00:00,2,0,2,0.0,3.0,5.0,3.0,0.028209665585915,11.0
2025-01-01 07:00:00,5,0,5,1.0,3.0,7.0,5.0,0.45941455382775837,16.0
2025-01-01 08:00:00,5,0,5,1.0,5.0,8.0,7.0,0.40198773459928844,21.0
2025-01-01 09:00:00,4,0,4,1.0,8.0,8.0,8.0,0.20687088096337658,25.0
2025-01-01 10:00:00,5,0,5,1.0,8.0,10.0,11.0,0.33851598703097985,30.0
2025-01-01 11:00:00,4,1,4,1.0,8.0,9.0,15.0,0.1538709031958999,33.0
2025-01-01 12:00:00,7,0,7,1.0,10.0,12.0,17.0,0.6065078100971721,40.0
2025-01-01 13:00:00,5,1,5,1.0,11.0,12.0,20.0,0.24737706744571603,44.0
2025-01-01 14:00:00,5,1,5,1.0,11.0,14.0,22.0,0.22970727691387918,48.0
2025-01-01 15:00:00,6,1,6,1.0,12.0,14.0,26.0,0.3723675857340778,53.0
2025-01-01 16:00:00,5,1,5,3.0,12.0,15.0,27.0,0.19041524270492613,57.0
2025-01-01 17:00:00,5,0,5,3.0,12.0,19.0,28.0,0.17921434607522452,62.0
2025-01-01 18:00:00,7,1,7,3.0,14.0,19.0,32.0,0.4889675368225264,68.0
2025-01-01 19:00:00,4,1,4,3.0,16.0,19.0,33.0,0.0,71.0
2025-01-01 20:00:00,5,2,5,3.0,17.0,18.0,36.0,0.14386929448816635,74.0
2025-01-01 21:00:00,6,1,6,3.0,18.0,17.0,41.0,0.298216464765387,79.0
2025-01-01 22:00:00,5,3,5,3.0,19.0,17.0,42.0,0.12309672255671997,81.0
2025-01-01 23:00:00,4,1,4,3.0,21.0,18.0,42.0,0.0,84.0
2025-01-02 00:00:00,1,1,1,3.0,21.0,18.0,42.0,0.0,84.0
2025-01-02 01:00:00,3,2,3,3.0,21.0,18.0,43.0,0.0,85.0
2025-01-02 02:00:00,2,2,2,3.0,21.0,18.0,43.0,0.0,85.0
2025-01-02 03:00:00,4,2,4,3.0,23.0,17.0,44.0,0.0,87.0
2025-01-02 04:00:00,2,1,2,3.0,24.0,16.0,45.0,0.0,88.0
2025-01-02 05:00:00,3,2,3,3.0,24.0,16.0,46.0,0.0,89.0
2025-01-02 06:00:00,4,0,4,3.0,25.0,19.0,46.0,0.015119496303865394,93.0
2025-01-02 07:00:00,7,1,7,3.0,27.0,22.0,47.0,0.4384238167205994,99.0
2025-01-02 08:00:00,3,0,3,4.0,27.0,23.0,48.0,0.0,102.0
2025-01-02 09:00:00,3,5,3,4.0,26.0,21.0,49.0,0.0,100.0
2025-01-02 10:00:00,6,0,6,4.0,27.0,22.0,53.0,0.2973957464607097,106.0
2025-01-02 11:00:00,4,1,4,4.0,29.0,22.0,54.0,0.0,109.0
2025-01-02 12:00:00,5,1,5,6.0,30.0,23.0,54.0,0.1481792512922598,113.0
2025-01-02 13:00:00,5,1,5,6.0,30.0,26.0,55.0,0.14557091645742715,117.0
2025-01-02 14:00:00,6,2,6,6.0,34.0,25.0,56.0,0.29049187485633443,121.0
2025-01-02 15:00:00,5,0,5,6.0,38.0,25.0,57.0,0.13496511790749727,126.0
2025-01-02 16:00:00,3,2,3,6.0,37.0,26.0,58.0,0.0,127.0
2025-01-02 17:00:00,4,4,4,6.0,39.0,26.0,56.0,0.0,127.0
2025-01-02 18:00:00,6,4,6,6.0,39.0,28.0,56.0,0.2922614555129143,129.0
2025-01-02 19:00:00,4,8,4,6.0,37.0,26.0,56.0,0.0,125.0
2025-01-02 20:00:00,3,7,3,6.0,38.0,24.0,53.0,0.0,121.0
2025-01-02 21:00:00,6,2,6,7.0,39.0,25.0,54.0,0.2945523038047826,125.0
2025-01-02 22:00:00,4,1,4,7.0,41.0,24.0,56.0,0.0,128.0
2025-01-02 23:00:00,2,3,2,7.0,41.0,24.0,55.0,0.0,127.0
2025-01-03 00:00:00,3,6,3,7.0,41.0,24.0,52.0,0.0,124.0
2025-01-03 01:00:00,1,2,1,7.0,41.0,24.0,51.0,0.0,123.0
2025-01-03 02:00:00,1,5,1,7.0,41.0,21.0,50.0,0.0,119.0
2025-01-03 03:00:00,4,2,4,7.0,41.0,22.0,51.0,0.006085110840894869,121.0
2025-01-03 04:00:00,3,5,3,7.0,42.0,20.0,50.0,0.0,119.0
2025-01-03 05:00:00,3,10,3,7.0,42.0,19.0,44.0,0.0,112.0
2025-01-03 06:00:00,5,3,5,7.0,42.0,19.0,46.0,0.16692932627430004,114.0
2025-01-03 07:00:00,6,3,6,8.0,41.0,22.0,46.0,0.31764235491289755,117.0
2025-01-03 08:00:00,5,1,5,8.0,45.0,23.0,45.0,0.15830097442423227,121.0
2025-01-03 09:00:00,5,2,5,8.0,47.0,23.0,46.0,0.15641983187468747,124.0
2025-01-03 10:00:00,4,2,4,9.0,47.0,24.0,46.0,0.0,126.0
2025-01-03 11:00:00,3,2,3,9.0,48.0,26.0,44.0,0.0,127.0
2025-01-03 12:00:00,4,4,4,9.0,47.0,26.0,45.0,0.0,127.0
2025-01-03 13:00:00,5,2,5,9.0,50.0,26.0,45.0,0.1610358114360269,130.0
2025-01-03 14:00:00,5,4,5,8.0,49.0,27.0,47.0,0.15925863195007975,131.0
2025-01-03 15:00:00,3,4,3,8.0,49.0,26.0,47.0,0.0,130.0
2025-01-03 16:00:00,3,7,3,7.0,47.0,25.0,47.0,0.0,126.0
2025-01-03 17:00:00,3,1,3,7.0,47.0,25.0,49.0,0.0,128.0
2025-01-03 18:00:00,4,3,4,8.0,48.0,24.0,49.0,0.0025487764555412466,129.0
2025-01-03 19:00:00,5,7,5,8.0,49.0,22.0,48.0,0.16896287755454753,127.0
2025-01-03 20:00:00,3,5,3,8.0,48.0,21.0,48.0,0.0,125.0
2025-01-03 21:00:00,6,3,6,8.0,49.0,22.0,49.0,0.3352735643382907,128.0
2025-01-03 22:00:00,4,3,4,8.0,49.0,22.0,50.0,0.0,129.0
2025-01-03 23:00:00,3,1,3,9.0,48.0,22.0,52.0,0.0,131.0
2025-01-04 00:00:00,3,3,3,9.0,47.0,23.0,52.0,0.0,131.0
2025-01-04 01:00:00,2,6,2,9.0,46.0,23.0,49.0,0.0,127.0
2025-01-04 02:00:00,2,3,2,9.0,44.0,23.0,50.0,0.0,126.0
2025-01-04 03:00:00,2,3,2,9.0,43.0,23.0,50.0,0.0,125.0
2025-01-04 04:00:00,3,6,3,9.0,44.0,20.0,49.0,0.0,122.0
2025-01-04 05:00:00,4,5,4,9.0,42.0,20.0,50.0,0.017789357827551786,121.0
2025-01-04 06:00:00,3,2,3,9.0,42.0,21.0,50.0,0.0,122.0
2025-01-04 07:00:00,5,0,5,9.0,44.0,22.0,52.0,0.1899461976671449,127.0
2025-01-04 08:00:00,6,5,6,9.0,45.0,21.0,53.0,0.3558789702350626,128.0
2025-01-04 09:00:00,5,6,5,9.0,44.0,21.0,53.0,0.18267663854123892,127.0
2025-01-04 10:00:00,4,5,4,9.0,45.0,19.0,53.0,0.01055647252479845,126.0
2025-01-04 11:00:00,5,5,5,9.0,44.0,20.0,53.0,0.18203909014772127,126.0
2025-01-04 12:00:00,5,1,5,9.0,46.0,19.0,56.0,0.18043905087456336,130.0
2025-01-04 13:00:00,5,0,5,10.0,49.0,19.0,57.0,0.17888061519990392,135.0
2025-01-04 14:00:00,3,1,3,10.0,49.0,21.0,57.0,0.0,137.0
2025-01-04 15:00:00,4,6,4,10.0,46.0,23.0,56.0,0.00608256958055206,135.0
2025-01-04 16:00:00,3,2,3,10.0,48.0,23.0,55.0,0.0,136.0
2025-01-04 17:00:00,4,3,4,10.0,48.0,22.0,57.0,0.007999962516275801,137.0
2025-01-04 18:00:00,5,2,5,10.0,51.0,21.0,58.0,0.18445071845898614,140.0
2025-01-04 19:00:00,5,7,5,10.0,53.0,21.0,54.0,0.18294046912885462,138.0
2025-01-04 20:00:00,4,3,4,10.0,55.0,23.0,51.0,0.003912995076825884,139.0
2025-01-04 21:00:00,4,6,4,10.0,53.0,22.0,52.0,0.003892125799893886,137.0
2025-01-04 22:00:00,5,5,5,10.0,56.0,20.0,51.0,0.18340805870028642,137.0
2025-01-04 23:00:00,3,3,3,9.0,55.0,21.0,52.0,0.0,137.0
2025-01-05 00:00:00,2,6,2,9.0,52.0,21.0,51.0,0.0,133.0
2025-01-05 01:00:00,4,5,4,9.0,50.0,22.0,51.0,0.007509657433000038,132.0
2025-01-05 02:00:00,3,5,3,9.0,50.0,21.0,50.0,0.0,130.0
2025-01-05 03:00:00,3,2,3,9.0,52.0,22.0,48.0,0.0,131.0
2025-01-05 04:00:00,2,7,2,9.0,50.0,19.0,48.0,0.0,126.0
2025-01-05 05:00:00,3,4,3,9.0,49.0,19.0,48.0,0.0,125.0
2025-01-05 06:00:00,4,4,4,9.0,48.0,18.0,50.0,0.016222462294816525,125.0
2025-01-05 07:00:00,5,8,5,8.0,49.0,19.0,46.0,0.19854368366357483,122.0
2025-01-05 08:00:00,5,1,5,8.0,51.0,20.0,47.0,0.19704515711583873,126.0
2025-01-05 09:00:00,3,6,3,7.0,51.0,19.0,46.0,0.0,123.0
2025-01-05 10:00:00,5,2,5,7.0,51.0,21.0,47.0,0.19775286023936206,126.0
2025-01-05 11:00:00,5,7,5,7.0,52.0,21.0,44.0,0.19630619375659797,124.0
2025-01-05 12:00:00,5,6,5,7.0,54.0,21.0,41.0,0.19489090770768447,123.0
2025-01-05 13:00:00,4,3,4,7.0,54.0,22.0,41.0,0.008584167784973255,124.0
2025-01-05 14:00:00,3,5,3,7.0,53.0,23.0,39.0,0.0,122.0
2025-01-05 15:00:00,3,2,3,8.0,54.0,22.0,39.0,0.0,123.0
2025-01-05 16:00:00,5,4,5,8.0,53.0,23.0,40.0,0.19851478660653457,124.0
2025-01-05 17:00:00,4,4,4,8.0,53.0,22.0,41.0,0.010049543046157941,124.0
2025-01-05 18:00:00,3,5,3,7.0,52.0,22.0,41.0,0.0,122.0
2025-01-05 19:00:00,6,4,6,7.0,53.0,23.0,41.0,0.38562388205433434,124.0
2025-01-05 20:00:00,4,5,4,7.0,53.0,20.0,43.0,0.008169595426309484,123.0
2025-01-05 21:00:00,5,5,5,7.0,52.0,21.0,43.0,0.19638126650517793,123.0
2025-01-05 22:00:00,2,0,2,7.0,54.0,21.0,43.0,0.0,125.0
2025-01-05 23:00:00,3,5,3,7.0,52.0,20.0,44.0,0.0,123.0
2025-01-06 00:00:00,3,2,3,8.0,53.0,20.0,43.0,0.0,124.0
2025-01-06 01:00:00,1,2,1,8.0,52.0,20.0,43.0,0.0,123.0
2025-01-06 02:00:00,1,7,1,8.0,51.0,18.0,40.0,0.0,117.0
2025-01-06 03:00:00,3,7,3,8.0,49.0,16.0,40.0,0.0,113.0
2025-01-06 04:00:00,3,4,3,8.0,50.0,16.0,38.0,0.0,112.0
2025-01-06 05:00:00,5,3,5,9.0,52.0,16.0,37.0,0.20821715362832133,114.0
2025-01-06 06:00:00,2,3,2,8.0,53.0,15.0,37.0,0.0,113.0
2025-01-06 07:00:00,6,3,6,9.0,51.0,17.0,39.0,0.39059397957758446,116.0
2025-01-06 08:00:00,7,6,7,9.0,49.0,18.0,41.0,0.5621604741950411,117.0
2025-01-06 09:00:00,5,3,5,10.0,47.0,19.0,43.0,0.19753234353665963,119.0
2025-01-06 10:00:00,6,4,6,9.0,49.0,19.0,44.0,0.3750412790120373,121.0
2025-01-06 11:00:00,3,3,3,8.0,48.0,19.0,46.0,0.0,121.0
2025-01-06 12:00:00,5,2,5,8.0,49.0,21.0,46.0,0.19437316647585645,124.0
2025-01-06 13:00:00,6,3,6,9.0,47.0,22.0,49.0,0.37202369997180545,127.0
2025-01-06 14:00:00,4,1,4,9.0,47.0,22.0,52.0,0.00950363009796727,130.0
2025-01-06 15:00:00,4,1,4,9.0,47.0,23.0,54.0,0.009468583014935816,133.0
2025-01-06 16:00:00,5,6,5,9.0,47.0,21.0,55.0,0.19099324765447243,132.0
2025-01-06 17:00:00,4,4,4,9.0,49.0,20.0,54.0,0.00804081942374267,132.0
2025-01-06 18:00:00,6,4,6,9.0,49.0,23.0,53.0,0.3711060379736512,134.0
2025-01-06 19:00:00,2,1,2,9.0,49.0,24.0,53.0,0.0,135.0
2025-01-06 20:00:00,5,4,5,9.0,47.0,25.0,55.0,0.1891511166338244,136.0
2025-01-06 21:00:00,4,4,4,9.0,48.0,25.0,54.0,0.006499433233287104,136.0
2025-01-06 22:00:00,3,4,3,10.0,47.0,26.0,52.0,0.0,135.0
2025-01-06 23:00:00,4,8,4,10.0,45.0,26.0,50.0,0.007732420562702666,131.0
2025-01-07 00:00:00,3,3,3,10.0,46.0,27.0,48.0,0.0,131.0
2025-01-07 01:00:00,2,9,2,9.0,45.0,22.0,48.0,0.0,124.0
2025-01-07 02:00:00,2,3,2,9.0,45.0,21.0,48.0,0.0,123.0
2025-01-07 03:00:00,3,3,3,10.0,45.0,20.0,48.0,0.0,123.0
2025-01-07 04:00:00,4,3,4,10.0,46.0,19.0,49.0,0.014962190141673135,124.0
2025-01-07 05:00:00,5,2,5,9.0,48.0,20.0,50.0,0.1984397971198771,127.0
2025-01-07 06:00:00,6,5,6,9.0,49.0,19.0,51.0,0.37924066206315055,128.0
2025-01-07 07:00:00,5,4,5,9.0,48.0,20.0,52.0,0.19414006772029363,129.0
2025-01-07 08:00:00,4,6,4,9.0,48.0,18.0,52.0,0.009736037436342894,127.0
2025-01-07 09:00:00,6,6,6,8.0,50.0,16.0,53.0,0.3758712889341606,127.0
2025-01-07 10:00:00,5,4,5,8.0,51.0,18.0,51.0,0.19059682384113968,128.0
2025-01-07 11:00:00,2,1,2,8.0,50.0,19.0,52.0,0.0,129.0
2025-01-07 12:00:00,2,2,2,8.0,51.0,20.0,50.0,0.0,129.0
2025-01-07 13:00:00,6,3,6,8.0,51.0,22.0,51.0,0.373966557241953,132.0
2025-01-07 14:00:00,4,3,4,8.0,51.0,23.0,51.0,0.008129325635240457,133.0
2025-01-07 15:00:00,5,4,5,8.0,50.0,24.0,52.0,0.1906961580714828,134.0
2025-01-07 16:00:00,6,2,6,8.0,50.0,27.0,53.0,0.37090781900252756,138.0
2025-01-07 17:00:00,6,1,6,8.0,51.0,28.0,56.0,0.367457000208155,143.0
2025-01-07 18:00:00,5,5,5,8.0,51.0,27.0,57.0,0.1840091953044696,143.0
2025-01-07 19:00:00,4,3,4,8.0,51.0,28.0,57.0,0.0011254439634981832,144.0
2025-01-07 20:00:00,5,4,5,8.0,52.0,29.0,56.0,0.18373195882865612,145.0
2025-01-07 21:00:00,5,4,5,8.0,51.0,33.0,54.0,0.18290251611451008,146.0
2025-01-07 22:00:00,3,4,3,8.0,50.0,31.0,56.0,0.0,145.0
2025-01-07 23:00:00,4,7,4,8.0,48.0,33.0,53.0,0.0,142.0
2025-01-08 00:00:00,3,3,3,8.0,47.0,32.0,55.0,0.0,142.0
2025-01-08 01:00:00,2,10,2,7.0,43.0,29.0,55.0,0.0,134.0
2025-01-08 02:00:00,2,8,2,7.0,41.0,28.0,52.0,0.0,128.0
2025-01-08 03:00:00,2,3,2,7.0,41.0,28.0,51.0,0.0,127.0
2025-01-08 04:00:00,3,9,3,7.0,40.0,23.0,51.0,0.0,121.0
2025-01-08 05:00:00,4,8,4,7.0,38.0,25.0,47.0,0.0,117.0
2025-01-08 06:00:00,3,6,3,8.0,36.0,25.0,45.0,0.0,114.0
2025-01-08 07:00:00,4,5,4,8.0,36.0,24.0,45.0,0.0,113.0
2025-01-08 08:00:00,7,2,7,9.0,36.0,28.0,45.0,0.5602031479399996,118.0
2025-01-08 09:00:00,6,3,6,9.0,39.0,26.0,47.0,0.3671520923127421,121.0
2025-01-08 10:00:00,5,2,5,9.0,40.0,27.0,48.0,0.17967017283389505,124.0
2025-01-08 11:00:00,3,5,3,9.0,40.0,27.0,46.0,0.0,122.0
2025-01-08 12:00:00,4,3,4,9.0,40.0,26.0,48.0,0.0,123.0
2025-01-08 13:00:00,5,3,5,10.0,41.0,24.0,50.0,0.18637507868722972,125.0
2025-01-08 14:00:00,5,0,5,10.0,43.0,25.0,52.0,0.18637507868722972,130.0
2025-01-08 15:00:00,5,5,5,10.0,43.0,23.0,54.0,0.18838944077949712,130.0
2025-01-08 16:00:00,6,5,6,10.0,43.0,23.0,55.0,0.3761387951687728,131.0
2025-01-08 17:00:00,4,1,4,10.0,43.0,24.0,57.0,0.0,134.0
2025-01-08 18:00:00,3,7,3,8.0,44.0,23.0,55.0,0.0,130.0
2025-01-08 19:00:00,5,1,5,9.0,44.0,24.0,57.0,0.19333410609560653,134.0
2025-01-08 20:00:00,5,0,5,9.0,47.0,26.0,57.0,0.19333410609560653,139.0
2025-01-08 21:00:00,5,5,5,9.0,48.0,22.0,60.0,0.19543481480092126,139.0
2025-01-08 22:00:00,4,1,4,9.0,48.0,22.0,63.0,0.003454667909378046,142.0
2025-01-08 23:00:00,3,5,3,10.0,46.0,22.0,62.0,0.0,140.0
2025-01-09 00:00:00,3,10,3,10.0,43.0,23.0,57.0,0.0,133.0
2025-01-09 01:00:00,1,2,1,9.0,44.0,22.0,57.0,0.0,132.0
2025-01-09 02:00:00,1,5,1,9.0,40.0,22.0,57.0,0.0,128.0
2025-01-09 03:00:00,2,8,2,9.0,37.0,21.0,55.0,0.0,122.0
2025-01-09 04:00:00,3,5,3,9.0,38.0,18.0,55.0,0.0,120.0
2025-01-09 05:00:00,3,3,3,9.0,37.0,19.0,55.0,0.0,120.0
2025-01-09 06:00:00,4,4,4,9.0,38.0,19.0,54.0,0.006833134527784496,120.0
2025-01-09 07:00:00,5,4,5,9.0,40.0,18.0,54.0,0.20311639869963247,121.0
2025-01-09 08:00:00,6,3,6,8.0,41.0,20.0,55.0,0.39145991686192616,124.0
2025-01-09 09:00:00,6,4,6,8.0,39.0,21.0,58.0,0.3860551575004748,126.0
2025-01-09 10:00:00,3,2,3,8.0,39.0,20.0,60.0,0.0,127.0
2025-01-09 11:00:00,4,2,4,7.0,41.0,20.0,61.0,0.005739881478913854,129.0
2025-01-09 12:00:00,5,1,5,7.0,42.0,23.0,61.0,0.19859989917042,133.0
2025-01-09 13:00:00,5,4,5,7.0,41.0,24.0,62.0,0.19859989917042,134.0
2025-01-09 14:00:00,6,5,6,7.0,44.0,23.0,61.0,0.39145991686192616,135.0
2025-01-09 15:00:00,5,6,5,6.0,43.0,23.0,62.0,0.19859989917042,134.0
