timestamp,admissions,discharges,emergency_cases,icu_occupied,ward_occupied,emergency_occupied,pediatric_occupied,outbreak_signal,total_occupied
2025-01-01 00:00:00,2,0,2,0.0,2.0,0.0,0.0,0.0,2.0
2025-01-01 01:00:00,2,0,2,0.0,3.0,1.0,0.0,0.0,4.0
2025-01-01 02:00:00,3,0,3,0.0,4.0,3.0,0.0,0.13416984276962438,7.0
2025-01-01 03:00:00,3,0,3,0.0,6.0,4.0,0.0,0.10062738207721832,10.0
2025-01-01 04:00:00,4,0,4,0.0,7.0,6.0,1.0,0.24150571698532403,14.0
2025-01-01 05:00:00,5,0,5,0.0,11.0,7.0,1.0,0.3689670676164672,19.0
2025-01-01 06:00:00,3,0,3,0.0,14.0,7.0,1.0,0.0,22.0
2025-01-01 07:00:00,3,0,3,0.0,16.0,8.0,1.0,0.0,25.0
2025-01-01 08:00:00,5,1,5,0.0,19.0,8.0,2.0,0.33542460692406106,29.0
2025-01-01 09:00:00,5,0,5,0.0,21.0,11.0,2.0,0.30188214623165494,34.0
2025-01-01 10:00:00,5,0,5,0.0,24.0,12.0,3.0,0.27443831475605,39.0
2025-01-01 11:00:00,5,0,5,1.0,27.0,13.0,3.0,0.25156845519304577,44.0
2025-01-01 12:00:00,4,2,4,1.0,29.0,13.0,3.0,0.04644340711256232,46.0
2025-01-01 13:00:00,4,2,4,1.0,32.0,12.0,3.0,0.04312602089023645,48.0
2025-01-01 14:00:00,5,2,5,1.0,35.0,12.0,3.0,0.22808873270836152,51.0
2025-01-01 15:00:00,6,0,6,1.0,40.0,13.0,3.0,0.40250952830887327,57.0
2025-01-01 16:00:00,5,1,5,1.0,45.0,12.0,3.0,0.18941624861594036,61.0
2025-01-01 17:00:00,4,1,4,2.0,47.0,12.0,3.0,0.0,64.0
2025-01-01 18:00:00,5,0,5,2.0,51.0,13.0,3.0,0.1800700521381801,69.0
2025-01-01 19:00:00,6,2,6,2.0,53.0,15.0,3.0,0.36225857547798596,73.0
2025-01-01 20:00:00,5,1,5,3.0,57.0,14.0,3.0,0.15333696316528506,77.0
2025-01-01 21:00:00,4,0,4,3.0,59.0,16.0,3.0,0.0,81.0
2025-01-01 22:00:00,3,2,3,3.0,59.0,17.0,3.0,0.0,82.0
2025-01-01 23:00:00,5,3,5,3.0,63.0,15.0,3.0,0.19049172416050647,84.0
2025-01-02 00:00:00,3,4,3,3.0,64.0,14.0,2.0,0.0,83.0
2025-01-02 01:00:00,3,2,3,3.0,66.0,13.0,2.0,0.0,84.0
2025-01-02 02:00:00,4,0,4,3.0,67.0,15.0,3.0,0.0,88.0
2025-01-02 03:00:00,1,2,1,3.0,66.0,14.0,4.0,0.0,87.0
2025-01-02 04:00:00,1,3,1,3.0,65.0,13.0,4.0,0.0,85.0
2025-01-02 05:00:00,3,2,3,3.0,65.0,13.0,5.0,0.0,86.0
2025-01-02 06:00:00,5,2,5,3.0,68.0,13.0,5.0,0.22722773064499838,89.0
2025-01-02 07:00:00,6,5,6,3.0,69.0,13.0,5.0,0.4114855035553711,90.0
2025-01-02 08:00:00,6,1,6,4.0,73.0,12.0,6.0,0.3918736368122152,95.0
2025-01-02 09:00:00,5,2,5,4.0,75.0,13.0,6.0,0.18874405521730067,98.0
2025-01-02 10:00:00,5,4,5,4.0,74.0,14.0,7.0,0.18482806061733306,99.0
2025-01-02 11:00:00,2,0,2,4.0,75.0,15.0,7.0,0.0,101.0
2025-01-02 12:00:00,5,1,5,4.0,79.0,14.0,8.0,0.1891634712361142,105.0
2025-01-02 13:00:00,6,3,6,4.0,82.0,13.0,9.0,0.3740983286279705,108.0
2025-01-02 14:00:00,4,3,4,4.0,85.0,11.0,9.0,0.0,109.0
2025-01-02 15:00:00,5,2,5,5.0,88.0,10.0,9.0,0.17639031179957076,112.0
2025-01-02 16:00:00,5,2,5,5.0,89.0,13.0,8.0,0.17338796807286633,115.0
2025-01-02 17:00:00,5,0,5,6.0,91.0,15.0,8.0,0.1705348345299787,120.0
2025-01-02 18:00:00,5,1,5,6.0,93.0,17.0,8.0,0.1678188991124396,124.0
2025-01-02 19:00:00,4,2,4,7.0,95.0,16.0,8.0,0.0,126.0
2025-01-02 20:00:00,4,5,4,7.0,95.0,15.0,8.0,0.0,125.0
2025-01-02 21:00:00,2,0,2,7.0,97.0,15.0,8.0,0.0,127.0
2025-01-02 22:00:00,1,2,1,7.0,96.0,14.0,9.0,0.0,126.0
2025-01-02 23:00:00,3,5,3,7.0,96.0,12.0,9.0,0.0,124.0
2025-01-03 00:00:00,2,4,2,7.0,93.0,13.0,9.0,0.0,122.0
2025-01-03 01:00:00,0,6,0,7.0,90.0,11.0,8.0,0.0,116.0
2025-01-03 02:00:00,3,5,3,7.0,89.0,11.0,7.0,0.0,114.0
2025-01-03 03:00:00,4,5,4,7.0,89.0,11.0,6.0,0.017937482143791112,113.0
2025-01-03 04:00:00,0,2,0,7.0,87.0,11.0,6.0,0.0,111.0
2025-01-03 05:00:00,3,7,3,7.0,85.0,9.0,6.0,0.0,107.0
